"Date Of Stop","Month Of Stop","Year Of Stop","Time Of Stop","Time Period","Description","Belts","Personal Injury","Commercial License","Commercial Vehicle","Vehicle Type","Year","Make","Model","Color","Race","Gender"
"04/10/2014","04","2014","12:04:00","12-13","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","02 - Automobile","2004","FORD","EXPLORER","WHITE","WHITE","F"
"04/10/2014","04","2014","12:04:00","12-13","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","No","No","No","No","02 - Automobile","2004","FORD","EXPLORER","WHITE","WHITE","F"
"11/18/2013","11","2013","14:59:00","14-15","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2004","LEXUS","RX330","GRAY","WHITE","M"
"04/10/2014","04","2014","12:04:00","12-13","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2004","FORD","EXPLORER","WHITE","WHITE","F"
"04/10/2014","04","2014","12:04:00","12-13","DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION","No","No","No","No","02 - Automobile","2004","FORD","EXPLORER","WHITE","WHITE","F"
"03/09/2016","03","2016","16:31:00","16-17","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION","No","No","No","No","02 - Automobile","2004","BMW","530I","GRAY","OTHER","M"
"03/09/2016","03","2016","16:31:00","16-17","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE","No","No","No","No","02 - Automobile","2004","BMW","530I","GRAY","OTHER","M"
"04/10/2014","04","2014","19:40:00","19-20","EXCEEDING MAXIMUM SPEED: 57 MPH IN A POSTED 40 MPH ZONE","No","No","No","No","02 - Automobile","2004","JEEP","4D","RED","OTHER","F"
"02/09/2013","02","2013","23:52:00","23-24","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2004","MERS","AMG","BLACK","BLACK","M"
"02/09/2013","02","2013","23:52:00","23-24","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","No","No","No","No","02 - Automobile","2004","MERS","AMG","BLACK","BLACK","M"
"09/01/2014","09","2014","19:32:00","19-20","FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION","No","No","No","No","02 - Automobile","2004","HYUN","SANTA FE","BLUE, DARK","BLACK","F"
"05/04/2012","05","2012","18:23:00","18-19","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","No","No","No","No","02 - Automobile","2004","ACURA","TL","GRAY","BLACK","M"
"12/15/2014","12","2014","16:18:00","16-17","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL","No","No","No","No","02 - Automobile","2004","FORD","EXPLORER","BLUE","WHITE","M"
"04/19/2015","04","2015","16:23:00","16-17","EXCEEDING MAXIMUM SPEED: 65 MPH IN A POSTED 50 MPH ZONE","No","No","No","No","02 - Automobile","2004","MINI","COOPER","CREAM","ASIAN","F"
"09/01/2012","09","2012","22:42:00","22-23","DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL","No","No","No","No","02 - Automobile","2004","LINCOLN","4S","BLACK","BLACK","M"
"09/01/2012","09","2012","22:42:00","22-23","HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION","No","No","No","No","02 - Automobile","2004","LINCOLN","4S","BLACK","BLACK","M"
"09/01/2012","09","2012","22:42:00","22-23","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE","No","No","No","No","02 - Automobile","2004","LINCOLN","4S","BLACK","BLACK","M"
"09/01/2012","09","2012","22:42:00","22-23","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103","No","No","No","No","02 - Automobile","2004","LINCOLN","4S","BLACK","BLACK","M"
"11/10/2012","11","2012","01:38:00","01-02","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","Yes","No","02 - Automobile","2004","VOLV","4D","SILVER","OTHER","M"
"01/29/2013","01","2013","14:50:00","14-15","EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE","No","No","No","No","02 - Automobile","2004","HOND","4DR","GRAY","WHITE","F"
"08/06/2013","08","2013","01:26:00","01-02","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","02 - Automobile","2004","HONDA","CIVIC","BLUE","BLACK","M"
"08/06/2013","08","2013","01:26:00","01-02","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","No","No","No","No","02 - Automobile","2004","HONDA","CIVIC","BLUE","BLACK","M"
"08/06/2013","08","2013","01:26:00","01-02","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2004","HONDA","CIVIC","BLUE","BLACK","M"
"08/06/2013","08","2013","01:26:00","01-02","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2004","HONDA","CIVIC","BLUE","BLACK","M"
"08/09/2013","08","2013","21:54:00","21-22","DISPLAYING EXPIRED REGISTRATION PLATES ISSUED BY ANY STATE","No","No","No","No","02 - Automobile","2004","JEEP","CHEROKEE","GRAY","WHITE","M"
"05/30/2014","05","2014","14:51:00","14-15","EXCEEDING MAXIMUM SPEED: 49 MPH IN A POSTED 40 MPH ZONE","No","No","No","No","03 - Station Wagon","2004","VOLV","STA WAG","GREEN, LGT","WHITE","M"
"11/28/2014","11","2014","18:42:00","18-19","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2004","CADILLAC","SUV","BLACK","BLACK","M"
"11/28/2014","11","2014","18:42:00","18-19","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","02 - Automobile","2004","CADILLAC","SUV","BLACK","BLACK","M"
"06/14/2012","06","2012","09:31:00","09-10","EXCEEDING MAXIMUM SPEED: 74 MPH IN A POSTED 55 MPH ZONE","No","No","No","No","02 - Automobile","2004","HONDA","CRV","BLUE","WHITE","M"
"04/30/2015","04","2015","18:48:00","18-19","DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION","No","No","No","No","02 - Automobile","2004","LEXUS","GX470","BLUE","WHITE","M"
"10/16/2014","10","2014","00:45:00","00-01","DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN","No","No","No","No","02 - Automobile","2004","HONDA","ODYSSEY","SILVER","ASIAN","M"
"06/27/2014","06","2014","00:58:00","00-01","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","Yes","No","No","No","02 - Automobile","2004","BMW","330 CI","WHITE","BLACK","M"
"11/06/2013","11","2013","23:50:00","23-24","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2004","HYUNDAI","ACCENT","GRAY","BLACK","M"
"11/06/2013","11","2013","23:50:00","23-24","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE","No","No","No","No","02 - Automobile","2004","HYUNDAI","ACCENT","GRAY","BLACK","M"
"11/06/2013","11","2013","23:50:00","23-24","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103","No","No","No","No","02 - Automobile","2004","HYUNDAI","ACCENT","GRAY","BLACK","M"
"11/06/2013","11","2013","23:50:00","23-24","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2004","HYUNDAI","ACCENT","GRAY","BLACK","M"
"11/25/2015","11","2015","01:56:00","01-02","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","02 - Automobile","2004","HOND","4S","GRAY","OTHER","M"
"02/17/2012","02","2012","12:45:00","12-13","EXCEEDING MAXIMUM SPEED: 65 MPH IN A POSTED 50 MPH ZONE","No","No","No","No","02 - Automobile","2004","HONDA","ACCORD 4S","GRAY","OTHER","M"
"01/28/2014","01","2014","22:35:00","22-23","PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT","No","No","No","No","02 - Automobile","2004","HYUNDAI","ACCENT","GRAY","BLACK","M"
"08/31/2015","08","2015","17:40:00","17-18","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","No","No","No","No","02 - Automobile","2004","CHEVROLET","Z71","GREEN, DK","BLACK","M"
"08/31/2015","08","2015","17:40:00","17-18","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","No","No","No","No","02 - Automobile","2004","CHEVROLET","Z71","GREEN, DK","BLACK","M"
"08/31/2015","08","2015","17:40:00","17-18","OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY","No","No","No","No","02 - Automobile","2004","CHEVROLET","Z71","GREEN, DK","BLACK","M"
"08/31/2015","08","2015","17:40:00","17-18","KNOWINGLY DRIVING  UNINSURED VEHICLE","No","No","No","No","02 - Automobile","2004","CHEVROLET","Z71","GREEN, DK","BLACK","M"
"08/31/2015","08","2015","17:40:00","17-18","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","02 - Automobile","2004","CHEVROLET","Z71","GREEN, DK","BLACK","M"
"08/31/2015","08","2015","17:40:00","17-18","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE","No","No","No","No","02 - Automobile","2004","CHEVROLET","Z71","GREEN, DK","BLACK","M"
"08/31/2015","08","2015","17:40:00","17-18","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103","No","No","No","No","02 - Automobile","2004","CHEVROLET","Z71","GREEN, DK","BLACK","M"
"11/25/2015","11","2015","01:56:00","01-02","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE","No","No","No","No","02 - Automobile","2004","HOND","4S","GRAY","OTHER","M"
"11/25/2015","11","2015","01:56:00","01-02","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","No","No","No","No","02 - Automobile","2004","HOND","4S","GRAY","OTHER","M"
"11/25/2015","11","2015","01:56:00","01-02","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER TR 17-106, 26-204, 26-206, 27-103","No","No","No","No","02 - Automobile","2004","HOND","4S","GRAY","OTHER","M"
"11/25/2015","11","2015","01:56:00","01-02","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED LICENSE AND PRIVILEGE","No","No","No","No","02 - Automobile","2004","HOND","4S","GRAY","OTHER","M"
"11/25/2015","11","2015","01:56:00","01-02","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON REVOKED OUT-OF-STATE LICENSE","No","No","No","No","02 - Automobile","2004","HOND","4S","GRAY","OTHER","M"
"08/16/2016","08","2016","20:25:00","20-21","DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK","No","No","No","No","02 - Automobile","2004","VOLKS","JETTA","SILVER","WHITE","F"
"08/16/2016","08","2016","20:25:00","20-21","FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP","No","No","No","No","02 - Automobile","2004","VOLKS","JETTA","SILVER","WHITE","F"
"11/25/2015","11","2015","01:56:00","01-02","POSSESSING SUSPENDED LIC.","No","No","No","No","02 - Automobile","2004","HOND","4S","GRAY","OTHER","M"
"11/25/2015","11","2015","01:56:00","01-02","RT. TURN FROM IMPROPER ROAD POSITION","No","No","No","No","02 - Automobile","2004","HOND","4S","GRAY","OTHER","M"
"07/01/2016","07","2016","16:21:00","16-17","FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION","No","No","No","No","05 - Light Duty Truck","2004","FORD","F150","BLACK","WHITE","M"
"08/06/2016","08","2016","20:54:00","20-21","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","No","No","No","No","02 - Automobile","2004","MITS","LANCER","WHITE","ASIAN","M"
"05/25/2016","05","2016","21:43:00","21-22","FAILURE TO STOP AT STOP SIGN","No","No","No","No","02 - Automobile","2004","HYUNDAI","SANTA FE","BLUE","WHITE","M"
"05/25/2016","05","2016","21:43:00","21-22","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","No","No","No","No","02 - Automobile","2004","HYUNDAI","SANTA FE","BLUE","WHITE","M"
"07/11/2016","07","2016","20:41:00","20-21","DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE","No","No","No","No","02 - Automobile","2004","INFI","G35 4S","BLACK","BLACK","F"
"03/22/2016","03","2016","08:50:00","08-09","DRIVER FAILURE TO STOP AT STOP SIGN LINE","No","No","No","No","03 - Station Wagon","2004","SUBARU","SW","BLUE","WHITE","F"
"06/01/2016","06","2016","07:09:00","07-08","EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH","No","No","No","No","02 - Automobile","2004","TOYT","CAMRY","SILVER","WHITE","F"
"08/26/2016","08","2016","15:33:00","15-16","EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH","No","No","No","No","02 - Automobile","2004","HONDA","ACCORD","GRAY","BLACK","F"
"04/25/2016","04","2016","22:28:00","22-23","DRIVER CHANGING LANES WHEN UNSAFE","No","No","No","No","02 - Automobile","2004","ACUR","4S","SILVER","BLACK","M"
"08/28/2016","08","2016","12:52:00","12-13","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","No","No","No","No","02 - Automobile","2004","ACURA","TSX","SILVER","WHITE","M"
"08/28/2016","08","2016","12:52:00","12-13","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","No","No","No","No","02 - Automobile","2004","ACURA","TSX","SILVER","WHITE","M"
"07/11/2016","07","2016","20:41:00","20-21","EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH","No","No","No","No","02 - Automobile","2004","INFI","G35 4S","BLACK","BLACK","F"
"05/20/2016","05","2016","22:28:00","22-23","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2004","ACUR","TSX","SILVER","BLACK","M"
"05/25/2016","05","2016","21:43:00","21-22","FAILURE OF DRIVER TO DRIVE TO CURB UPON SIGNAL BY POLICE VEH","No","No","No","No","02 - Automobile","2004","HYUNDAI","SANTA FE","BLUE","WHITE","M"
"04/11/2016","04","2016","23:06:00","23-24","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2004","INFI","G35X","SILVER","BLACK","F"
"06/24/2016","06","2016","23:37:00","23-24","RT. TURN FROM IMPROPER ROAD POSITION","No","No","No","No","02 - Automobile","2004","DODGE","STRATUS","RED","WHITE","M"
"06/24/2016","06","2016","23:37:00","23-24","STOPPING VEH. ON CROSSWALK","No","No","No","No","02 - Automobile","2004","DODGE","STRATUS","RED","WHITE","M"
"06/24/2016","06","2016","23:37:00","23-24","DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK","No","No","No","No","02 - Automobile","2004","DODGE","STRATUS","RED","WHITE","M"
"05/29/2015","05","2015","03:12:00","03-04","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH","No","No","No","No","02 - Automobile","2004","ACUR","MDX","BLACK","BLACK","M"
"04/22/2016","04","2016","10:52:00","10-11","FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP","No","No","No","No","02 - Automobile","2004","CHEVROLET","TRAILBLAZER","SILVER","WHITE","M"
"08/15/2015","08","2015","21:06:00","21-22","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","No","No","No","No","28 - Other","2004","ACURA","SUV","N/A","BLACK","M"
"07/08/2014","07","2014","10:41:00","10-11","EXCEEDING MAXIMUM SPEED: 65 MPH IN A POSTED 35 MPH ZONE","No","No","No","No","28 - Other","2004","FORD","TK","WHITE","WHITE","M"
"07/08/2014","07","2014","10:41:00","10-11","PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED OUT-OF-STATE LICENSE","No","No","No","No","28 - Other","2004","FORD","TK","WHITE","WHITE","M"
"07/08/2014","07","2014","10:41:00","10-11","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103","No","No","No","No","28 - Other","2004","FORD","TK","WHITE","WHITE","M"
"07/08/2014","07","2014","10:41:00","10-11","DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION","No","No","No","No","28 - Other","2004","FORD","TK","WHITE","WHITE","M"
"09/03/2013","09","2013","22:26:00","22-23","EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH","No","No","No","No","03 - Station Wagon","2004","MERC","MONTERY","GRAY","OTHER","M"
"09/03/2013","09","2013","22:26:00","22-23","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","03 - Station Wagon","2004","MERC","MONTERY","GRAY","OTHER","M"
"10/24/2012","10","2012","09:38:00","09-10","OWNER FAILURE TO APPLY TO ADM. FOR REG OF VEH. SUBJECT TO REG.","No","No","No","No","02 - Automobile","2004","HOND","4DR","BLACK","WHITE","F"
"01/22/2015","01","2015","08:44:00","08-09","UNSAFE BACKING OF MOTOR VEH.","No","No","No","No","02 - Automobile","2004","NISSAN","SENTRA","SILVER","NATIVE AMERICAN","M"
"01/22/2015","01","2015","08:44:00","08-09","FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER","No","No","No","No","02 - Automobile","2004","NISSAN","SENTRA","SILVER","NATIVE AMERICAN","M"
"10/26/2012","10","2012","09:48:00","09-10","DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT","No","No","No","No","02 - Automobile","2004","HYUN","SONATA","BLUE","BLACK","F"
"04/29/2012","04","2012","09:15:00","09-10","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2004","TOYOTA","SEQUOIA","BLACK","WHITE","M"
"02/01/2014","02","2014","02:03:00","02-03","EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH","No","No","No","No","02 - Automobile","2004","VOLVO","S80 4D","TAN","BLACK","M"
"05/15/2012","05","2012","17:49:00","17-18","DRIVING WRONG WAY--ONE WAY STREET","No","No","No","No","02 - Automobile","2004","ACURA","TL","GRAY","WHITE","F"
"11/09/2015","11","2015","15:59:00","15-16","EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH","No","No","No","No","02 - Automobile","2004","VOLK","PASSAT","WHITE","BLACK","F"
"12/10/2012","12","2012","23:15:00","23-24","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2004","MITS","GALANT","SILVER","BLACK","F"
"04/01/2012","04","2012","17:08:00","17-18","EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH","No","No","No","No","02 - Automobile","2004","ACUR","RSX","BLACK","WHITE","M"
"04/01/2012","04","2012","17:08:00","17-18","DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY","No","No","No","No","02 - Automobile","2004","ACUR","RSX","BLACK","WHITE","M"
"02/08/2016","02","2016","00:26:00","00-01","FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED","No","No","No","No","02 - Automobile","2004","TOYOTA","4DOOR","TAN","HISPANIC","M"
"10/30/2012","10","2012","22:59:00","22-23","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2004","TOYOTA","HIGHLANDER","BLUE","HISPANIC","M"
"06/05/2012","06","2012","09:16:00","09-10","DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS","No","No","No","No","02 - Automobile","2004","TOYT","CAMRY","ORANGE","WHITE","F"
"10/28/2014","10","2014","22:06:00","22-23","DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE","No","No","No","No","02 - Automobile","2004","HYUNDAI","SANTA FE","BLACK","WHITE","M"
"10/28/2014","10","2014","22:06:00","22-23","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","No","No","No","No","02 - Automobile","2004","HYUNDAI","SANTA FE","BLACK","WHITE","M"
"10/28/2014","10","2014","22:06:00","22-23","DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT","No","No","No","No","02 - Automobile","2004","HYUNDAI","SANTA FE","BLACK","WHITE","M"
"01/28/2015","01","2015","10:08:00","10-11","DRIVER CHANGING LANES WHERE PROHIBITED BY TRAFFIC CONTROL DEVICE","No","No","No","No","02 - Automobile","2004","NISSAN","SENTRA","GOLD","WHITE","M"
"05/04/2012","05","2012","14:45:00","14-15","FAILURE TO STOP FOR STOPPED VEH. OPERATING ALTERNATELY FLASHING RED LIGHTS","No","No","No","No","02 - Automobile","2004","HONDA","ACCORD","SILVER","HISPANIC","M"
"03/14/2016","03","2016","21:07:00","21-22","FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND","No","No","No","No","02 - Automobile","2004","MITS","GALANT","BLUE","BLACK","M"
"01/28/2014","01","2014","22:37:00","22-23","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND","No","No","No","No","02 - Automobile","2004","HYUNDAI","ACCENT","GRAY","BLACK","F"
"04/12/2013","04","2013","15:16:00","15-16","DRIVING VEHICLE ON HIGHWAY WITH AN EXPIRED LICENSE","No","No","No","No","02 - Automobile","2004","TOYT","SIENNA","BLUE","ASIAN","M"
"04/12/2013","04","2013","15:16:00","15-16","DRIVER FAILURE AT ""T"" INTERSECTION W/O TRAFFIC CONTROL DEVICE TO YIELD RIGHT-OF-WAY","No","No","No","No","02 - Automobile","2004","TOYT","SIENNA","BLUE","ASIAN","M"
"02/23/2013","02","2013","20:29:00","20-21","DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION","No","No","No","No","02 - Automobile","2004","HYUNDAI","ELANTRA","SILVER","WHITE","M"
"02/23/2013","02","2013","20:29:00","20-21","DRIVER FAILURE TO REDUCE LIGHT DISTRIBUTION WHEN WITHIN 300 FEET OF APPROACHING VEH. FROM REAR","No","No","No","No","02 - Automobile","2004","HYUNDAI","ELANTRA","SILVER","WHITE","M"
"05/04/2012","05","2012","18:23:00","18-19","DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS","No","No","No","No","02 - Automobile","2004","ACURA","TL","GRAY","BLACK","M"
